group	index	message_id	prefix_rom_offset	data_rom_offset	compressed_bytes	bits_consumed	symbol_count	raw_symbols	text
01	70	0x0170	0x02357B	0x02357C	14	109	28	1CC 014 0D8 020 03F 03D 015 036 029 001 04B 043 06F 03C 1C8 003 115 032 001 111 015 03E 022 033 01D 03D 027 1C0	"<SPEAKER>「お嬢ちゃんからは コインを
1枚も 預かってやせんね"
01	71	0x0171	0x02358A	0x02358B	25	193	47	1CC 04B 043 06F 029 001 003 115 001 004 002 045 06F 084 055 06A 084 01F 015 036 1C8 1C2 115 02E 084 022 001 0A8 013 038 018 084 023 1C8 093 115 001 0A8 03E 022 017 039 024 01A 038 079 1C0	"<SPEAKER>「コインは 1枚 20エンドルだから
<NUMBER>枚まで 買えるけど
何枚 買ってくれなさる?"
01	72	0x0172	0x0235A4	0x0235A5	4	27	7	1CC 1C2 115 084 01F 027 1C0	<SPEAKER>「<NUMBER>枚だね
01	73	0x0173	0x0235A9	0x0235AA	12	91	25	1CC 1C2 045 06F 084 055 06A 025 1C8 024 037 033 01C 035 07A 001 011 011 084 022 01C 015 011 079 1C0	"<SPEAKER>「<NUMBER>エンドルに
なりやすよ! いいですかい?"
01	74	0x0174	0x0235B6	0x0235B7	14	111	27	1CC 084 023 012 032 001 010 037 084 015 023 012 07A 1C8 01F 028 01B 03D 084 022 03E 023 017 036 011 07A 1C0	"<SPEAKER>「どうも ありがとう!
たのしんでっとくらい!"
01	75	0x0175	0x0235C5	0x0235C6	25	200	53	1CC 04B 043 06F 029 001 003 115 001 004 002 045 06F 084 055 06A 084 01F 015 036 1C8 084 01A 03D 027 03D 084 01F 018 084 023 001 014 0D8 020 03F 03D 025 029 1C8 0A2 03E 022 010 084 018 036 039 024 011 027 013 1C0	"<SPEAKER>「コインは 1枚 20エンドルだから
ざんねんだけど お嬢ちゃんには
売ってあげられないねえ"
01	76	0x0176	0x0235DF	0x0235E0	17	132	32	1CC 014 019 084 021 015 011 084 015 001 010 02E 03E 01F 036 1C8 02E 01F 097 023 017 036 011 07A 001 16B 03E 022 038 035 07A 1C0	"<SPEAKER>「おこづかいが あまったら
また来とくらい! 待ってるよ!"
01	77	0x0177	0x0235F1	0x0235F2	17	136	36	1CC 1C2 045 06F 084 055 06A 025 1C8 024 037 02E 01C 035 081 081 081 1C8 010 039 001 014 094 084 015 001 01F 037 027 013 035 012 084 01F 027 1C0	"<SPEAKER>「<NUMBER>エンドルに
なりますよ・・・
あれ お金が たりねえようだね"
01	78	0x0178	0x023603	0x023604	12	92	24	1CC 019 019 029 001 04B 043 06F 03C 1C8 12B 08B 025 015 013 038 001 114 116 12F 084 01F 035 1C0	"<SPEAKER>「ここは コインを
品物にかえる 交換所だよ"
01	79	0x0179	0x023610	0x023611	15	117	29	1CC 014 033 001 04B 043 06F 03C 0D3 03E 022 038 028 015 011 079 1C8 01E 039 032 001 014 111 037 01B 02E 01C 027 1C0	"<SPEAKER>「おや コインを持ってるのかい?
それも お預りしますね"
01	7A	0x017A	0x023620	0x023621	18	142	33	1CC 1CE 015 036 029 001 04B 043 06F 03C 1C8 1C2 115 001 111 015 03E 022 038 027 1C8 12B 08B 023 001 114 116 01C 038 015 011 079 1C0	"<SPEAKER>「<INSERT_C>からは コインを
<NUMBER>枚 預かってるね
品物と 交換するかい?"
01	7B	0x017B	0x023633	0x023634	5	37	10	1CC 084 01B 03F 001 02E 01F 024 07A 1C0	<SPEAKER>「じゃ またな!
01	7C	0x017C	0x023639	0x02363A	26	204	51	1CC 1CE 029 001 04B 043 06F 03C 081 081 081 081 1C8 010 001 0AF 115 032 027 013 028 015 011 1C5 1CC 04B 043 06F 03C 001 01F 031 022 1C8 02E 01F 097 022 017 039 035 07A 001 16B 03E 022 038 084 01D 07A 1C0	"<SPEAKER>「<INSERT_C>は コインを・・・・
あ 一枚もねえのかい<WAIT><SPEAKER>「コインを ためて
また来てくれよ! 待ってるぜ!"
01	7D	0x017D	0x023654	0x023655	6	48	13	1CC 084 023 039 023 001 114 116 01B 01F 011 079 1C0	<SPEAKER>「どれと 交換したい?
01	7E	0x017E	0x02365B	0x02365C	4	27	7	1CC 1C4 084 01F 027 079 1C0	<SPEAKER>「<INSERT_A>だね?
01	7F	0x017F	0x023660	0x023661	6	43	11	1CC 0FA 025 001 03B 01F 01E 012 015 079 1C0	<SPEAKER>「誰に わたそうか?
01	80	0x0180	0x023667	0x023668	8	60	14	1CC 01A 03E 01E 017 001 0C2 0C4 01C 038 015 011 079 1C0	<SPEAKER>「さっそく 装備するかい?
01	81	0x0181	0x023670	0x023671	4	30	7	1CC 035 01B 016 01F 07A 1C0	<SPEAKER>「よしきた!
01	82	0x0182	0x023675	0x023676	4	31	7	1CC 02D 011 001 1CE 07A 1C0	<SPEAKER>「ほい <INSERT_C>!
01	83	0x0183	0x02367A	0x02367B	15	114	26	1CC 02D 011 001 1CE 1C8 02A 021 084 016 028 0A1 025 001 011 039 023 011 022 1C8 033 038 015 036 024 1C0	"<SPEAKER>「ほい <INSERT_C>
ひつぎの中に いれといて
やるからな"
01	84	0x0184	0x02368A	0x02368B	8	61	16	1CC 02D 015 028 12B 08B 03C 001 114 116 01C 038 015 011 079 1C0	<SPEAKER>「ほかの品物を 交換するかい?
01	85	0x0185	0x023693	0x023694	20	156	38	1CC 084 01B 03F 001 04B 043 06F 028 142 037 029 001 111 015 03E 023 019 012 1C8 02E 01F 097 022 017 039 035 07A 001 16B 03E 022 038 015 036 027 07A 1C0	"<SPEAKER>「じゃ コインの残りは 預かっとこう
また来てくれよ! 待ってるからね!"
01	86	0x0186	0x0236A8	0x0236A9	15	116	31	1CC 1CE 029 1C8 019 039 03C 0C2 0C4 084 022 016 024 011 018 084 023 1C8 01E 039 084 022 032 001 011 011 028 015 011 079 1C0	"<SPEAKER>「<INSERT_C>は
これを装備できないけど
それでも いいのかい?"
01	87	0x0187	0x0236B8	0x0236B9	14	106	27	1CC 084 022 032 001 1CE 029 1C8 032 012 001 019 039 029 1C8 0D3 022 024 011 02F 01F 011 084 01F 084 01D 1C0	"<SPEAKER>「でも <INSERT_C>は
もう これは
持てないみたいだぜ"
01	88	0x0188	0x0236C7	0x0236C8	8	58	14	1CC 02D 015 028 091 025 001 03B 01F 01E 012 015 079 1C0	<SPEAKER>「ほかの人に わたそうか?
01	89	0x0189	0x0236D0	0x0236D1	15	115	28	1CC 1C4 023 001 114 116 01C 038 025 029 1C8 04B 043 06F 084 015 001 01F 037 024 011 02F 01F 011 084 01F 024 1C0	"<SPEAKER>「<INSERT_A>と 交換するには
コインが たりないみたいだな"
01	8A	0x018A	0x0236E0	0x0236E1	15	119	29	1CC 084 022 032 001 02F 024 01A 03D 1C8 032 012 001 019 039 029 1C8 0D3 022 024 011 02F 01F 011 084 01F 084 01D 1C0	"<SPEAKER>「でも みなさん
もう これは
持てないみたいだぜ"
01	8B	0x018B	0x0236F0	0x0236F1	14	108	30	1CC 014 039 029 001 0A9 103 0A1 028 1C8 02A 015 038 084 05C 078 084 051 060 03C 001 010 021 031 022 038 03D 084 01F 1C0	"<SPEAKER>「おれは 世界中の
ひかるビーダマを あつめてるんだ"
01	8C	0x018C	0x0236FF	0x023700	17	134	38	1CC 014 03E 001 084 05C 078 084 051 060 03C 1C8 0D3 03E 022 038 084 01B 03F 024 011 015 07A 1C8 01E 039 001 014 039 084 015 001 032 036 03E 01F 07A 1C0	"<SPEAKER>「おっ ビーダマを
持ってるじゃないか!
それ おれが もらった!"
01	8D	0x018D	0x023711	0x023712	20	154	39	1CC 1CF 015 036 029 001 1C2 04B 028 1C8 084 05C 078 084 051 060 03C 001 032 036 03E 022 038 018 084 023 1C8 093 015 023 001 114 116 01B 035 012 015 079 1C0	"<SPEAKER>「<INSERT_D>からは <NUMBER>コの
ビーダマを もらってるけど
何かと 交換しようか?"
01	8E	0x018E	0x023726	0x023727	7	50	12	1CC 02E 01F 001 097 022 014 017 039 035 07A 1C0	<SPEAKER>「また 来ておくれよ!
01	8F	0x018F	0x02372E	0x02372F	26	201	45	1CC 084 05C 078 084 051 060 023 114 116 025 001 010 020 019 020 084 022 1C8 1AC 031 01F 001 01C 022 016 024 042 043 054 062 03C 1C8 083 05D 06B 084 04F 06F 055 01C 038 035 07A 1C0	"<SPEAKER>「ビーダマと交換に あちこちで
集めた すてきなアイテムを
プレゼントするよ!"
01	90	0x0190	0x023749	0x02374A	9	70	16	1CC 01A 03E 01E 017 001 0C2 0C4 01B 022 02F 038 015 011 079 1C0	<SPEAKER>「さっそく 装備してみるかい?
01	91	0x0191	0x023753	0x023754	10	78	19	1CC 029 011 001 019 039 07A 1C8 084 01F 011 084 01B 025 01B 022 035 07A 1C0	"<SPEAKER>「はい これ!
だいじにしてよ!"
01	92	0x0192	0x02375E	0x02375F	16	126	25	1CC 029 011 001 019 039 081 081 081 1C8 1CE 028 001 015 03D 014 018 025 1C8 011 039 023 017 027 1C0	"<SPEAKER>「はい これ・・・
<INSERT_C>の かんおけに
いれとくね"
01	93	0x0193	0x02376F	0x023770	9	68	17	1CC 02D 015 025 001 02D 01B 011 08B 029 001 010 038 015 011 079 1C0	<SPEAKER>「ほかに ほしい物は あるかい?
01	94	0x0194	0x023779	0x02377A	22	173	42	1CC 012 078 03D 081 081 081 001 032 03E 023 1C8 084 05C 078 084 051 060 03C 001 010 021 031 024 017 020 03F 1C8 01E 039 029 001 010 084 018 036 039 024 011 024 078 1C0	"<SPEAKER>「うーん・・・ もっと
ビーダマを あつめなくちゃ
それは あげられないなー"
01	95	0x0195	0x023790	0x023791	25	197	49	1CC 08E 08A 084 05C 084 04C 03C 001 090 01D 022 017 084 01F 01A 011 1C8 084 05C 084 04C 084 015 024 011 023 001 019 019 015 036 0F8 029 1C8 08D 017 019 023 084 015 001 084 022 016 02E 01D 03D 1C0	"<SPEAKER>「入島ビザを 見せてください
ビザがないと ここから先は
行くことが できません"
01	96	0x0196	0x0237AA	0x0237AB	7	52	13	1D0 1CA 029 001 1C4 03C 1C8 022 03B 01F 01B 01F 1C0	"<CLEAR>
<INSERT_B>は <INSERT_A>を
てわたした"
01	97	0x0197	0x0237B2	0x0237B3	32	250	59	1CC 029 011 001 014 0D8 01A 03D 1C8 01F 01B 015 025 001 084 05C 084 04C 03C 1C8 029 011 018 03D 001 01B 02E 01B 01F 1C5 1CC 032 012 001 023 012 03A 017 001 01B 01F 015 036 1C8 011 021 084 022 032 001 019 019 029 001 12E 039 038 035 1C0	"<SPEAKER>「はい お嬢さん
たしかに ビザを
はいけん しました<WAIT><SPEAKER>「もう とうろく したから
いつでも ここは 通れるよ"
01	98	0x0198	0x0237D3	0x0237D4	40	314	72	1CC 09C 025 001 010 038 018 084 029 001 033 084 015 022 1C8 069 084 05B 078 051 044 06F 028 001 0C9 025 021 017 018 084 023 1C5 1CC 018 03E 019 012 001 0F2 011 015 036 1C8 122 11E 084 022 001 014 011 028 037 03C 001 01B 022 015 036 1C8 084 022 015 018 01F 0B9 084 015 001 011 011 035 1C0	"<SPEAKER>「北に あるけば やがて
リバータウンの 町につくけど<WAIT><SPEAKER>「けっこう 遠いから
教会で おいのりを してから
でかけた方が いいよ"
01	99	0x0199	0x0237FC	0x0237FD	13	99	25	1CC 092 08F 023 0DC 0EF 028 08A 1C8 084 054 04E 068 06F 084 055 08A 02C 001 035 012 019 01E 07A 1C0	"<SPEAKER>「伝説と神秘の島
デスランド島へ ようこそ!"
01	9A	0x019A	0x02380A	0x02380B	46	365	78	1CC 091 028 012 03B 01A 03E 022 001 018 03E 019 012 1C8 011 011 015 084 018 03D 024 028 035 027 013 07A 1C5 1CC 019 028 08A 025 029 001 0E8 095 024 03D 022 001 024 011 028 025 1C8 02F 03D 024 001 0B6 028 19E 001 015 013 020 03F 03E 022 01A 1C8 018 03E 016 041 017 001 035 017 084 029 037 024 028 035 027 013 1C0	"<SPEAKER>「人のうわさって けっこう
いいかげんなのよねえ!<WAIT><SPEAKER>「この島には 財宝なんて ないのに
みんな 目の色 かえちゃってさ
けっきょく よくばりなのよねえ"
01	9B	0x019B	0x023839	0x02383A	58	461	105	1CC 017 01E 03E 001 02E 011 03E 020 03F 03E 01F 035 07A 1C5 1CC 08A 03C 184 0BB 01B 035 012 023 001 099 084 015 038 025 097 01F 018 084 023 1C8 0CB 0DE 028 01F 01B 024 02F 084 015 001 024 011 015 036 1C8 08E 08A 084 05C 084 04C 03C 001 032 036 013 024 015 03E 01F 035 1C5 1CC 032 012 020 041 03E 023 001 16D 028 001 018 011 019 03C 1C8 02E 084 01B 031 025 001 033 03E 023 018 084 029 001 035 015 03E 01F 024 078 07A 1C0	"<SPEAKER>「くそっ まいっちゃったよ!<WAIT><SPEAKER>「島を探険しようと 気がるに来たけど
武芸のたしなみが ないから
入島ビザを もらえなかったよ<WAIT><SPEAKER>「もうちょっと 刻の けいこを
まじめに やっとけば よかったなー!"
01	9C	0x019C	0x023874	0x023875	22	176	39	1CC 013 079 001 08E 08A 084 05C 084 04C 03C 001 032 036 03E 01F 084 01F 023 079 1C8 014 03D 024 028 017 01D 025 001 01C 084 019 011 033 021 084 01F 024 1C0	"<SPEAKER>「え? 入島ビザを もらっただと?
おんなのくせに すごいやつだな"
01	9D	0x019D	0x02388B	0x02388C	29	225	56	1CC 03B 01B 029 001 092 08F 028 001 08B 15C 037 084 01B 011 01A 03D 084 01B 03F 1C8 084 023 012 084 01B 03F 001 084 054 04E 068 06F 084 055 08A 025 02E 021 03B 038 1C8 092 08F 028 0A0 03C 001 0A6 016 01F 011 015 028 079 1C0	"<SPEAKER>「わしは 伝説の 物知りじいさんじゃ
どうじゃ デスランド島にまつわる
伝説の話を 聞きたいかの?"
01	9E	0x019E	0x0238A9	0x0238AA	112	895	224	1CC 019 028 001 084 054 04E 068 06F 084 055 08A 025 001 029 038 015 104 1C8 048 06F 084 049 084 05B 06C 06F 023 011 012 001 09A 08B 084 015 1C8 014 03E 01F 028 084 01B 03F 081 081 081 1C5 1CC 048 06F 084 049 084 05B 06C 06F 029 001 02E 010 001 011 03B 084 029 1C8 0C5 10A 084 022 024 001 01A 02E 084 01A 02E 024 0E5 0E7 03C 1C8 185 0D4 025 001 033 03E 022 014 03E 01F 036 01B 011 1C5 1CC 03B 024 033 18F 195 018 029 001 032 020 03A 03D 028 019 023 1C8 09A 08B 084 023 032 028 09B 0F0 0DD 0F3 02E 084 022 032 1C8 033 03E 022 014 03E 01F 01E 012 024 028 084 01B 03F 1C5 1CC 01E 028 048 06F 084 049 084 05B 06C 06F 084 015 001 0E5 0E7 028 01C 013 1C8 023 012 023 012 001 023 03D 084 022 032 024 011 032 028 03C 1C8 0C8 0BF 01B 022 01B 032 012 01F 028 084 01B 03F 07A 1C5 1CC 081 081 081 084 023 012 084 01B 03F 001 0C0 01A 03D 079 1C8 019 028 0A0 028 0F9 016 03C 001 0A6 016 01F 011 015 028 079 1C0	"<SPEAKER>「この デスランド島に はるか苦
キングバロンという 魔物が
おったのじゃ・・・<WAIT><SPEAKER>「キングバロンは まあ いわば
天才でな さまざまな研究を
熱心に やっておったらしい<WAIT><SPEAKER>「わなや仕掛けは もちろんのこと
魔物どもの生体実験までも
やっておったそうなのじゃ<WAIT><SPEAKER>「そのキングバロンが 研究のすえ
とうとう とんでもないものを
発明してしもうたのじゃ!<WAIT><SPEAKER>「・・・どうじゃ 娘さん?
この話の続きを 聞きたいかの?"
01	9F	0x019F	0x02391A	0x02391B	50	397	93	1CC 02B 014 03E 02B 014 03E 02B 014 03E 001 0C0 01A 03D 07A 1C8 084 01A 03D 027 03D 084 01B 03F 084 015 001 0A0 028 0F9 016 029 1C8 0A4 08B 0A3 084 022 001 0A6 011 022 017 084 01F 01A 039 1C5 1CC 0A4 08B 0A3 025 029 001 032 03E 023 001 017 03B 01B 017 1C8 022 011 027 011 025 001 092 08F 028 0A0 03C 1C8 01B 022 017 039 038 091 084 015 001 011 02E 01C 015 036 028 012 1C0	"<SPEAKER>「ふおっふおっふおっ 娘さん!
ざんねんじゃが 話の続きは
博物館で 聞いてくだされ<WAIT><SPEAKER>「博物館には もっと くわしく
ていねいに 伝説の話を
してくれる人が いますからのう"
01	A0	0x01A0	0x02394D	0x02394E	21	162	34	1CC 02B 014 078 02B 014 078 02B 014 078 01E 012 015 011 028 012 1C8 084 01B 03F 03E 01F 036 001 013 013 03B 011 001 013 013 03B 011 1C0	"<SPEAKER>「ふおーふおーふおーそうかいのう
じゃったら ええわい ええわい"
01	A1	0x01A1	0x023963	0x023964	9	66	16	1CC 010 001 01E 012 001 084 01B 03F 010 001 013 013 03B 011 1C0	<SPEAKER>「あ そう じゃあ ええわい
01	A2	0x01A2	0x02396D	0x02396E	28	224	50	1CC 02B 014 03E 02B 014 03E 02B 014 03E 001 0A4 08B 0A3 084 01B 03F 035 1C8 0A4 08B 0A3 025 08D 016 024 01A 039 001 02B 014 03E 02B 014 03E 1C8 02B 084 015 001 02B 014 03E 02B 014 03E 02B 014 078 1C0	"<SPEAKER>「ふおっふおっふおっ 博物館じゃよ
博物館に行きなされ ふおっふおっ
ふが ふおっふおっふおー"
01	A3	0x01A3	0x02398A	0x02398B	43	340	82	1CC 084 023 012 084 01B 03F 03E 01F 079 001 092 08F 028 0A0 029 079 1C8 084 01B 021 025 001 061 04E 054 069 042 04E 084 01B 03F 03A 012 079 1C5 1CC 093 0BC 0CA 032 001 030 015 01B 025 001 01E 03D 024 1C8 01C 084 019 011 033 021 084 015 001 011 01F 024 03D 022 1C8 01E 012 084 01E 012 03C 001 084 01D 03E 01C 038 028 012 07A 1C0	"<SPEAKER>「どうじゃった? 伝説の話は?
じつに ミステリアスじゃろう?<WAIT><SPEAKER>「何千年も むかしに そんな
すごいやつが いたなんて
そうぞうを ぜっするのう!"
01	A4	0x01A4	0x0239B6	0x0239B7	52	413	95	1CC 019 028 08A 028 092 08F 084 015 001 0A9 103 0A1 025 1C8 02A 03A 02E 03E 022 001 011 03A 03D 024 033 021 084 015 1C8 021 084 016 015 036 001 021 084 016 02C 023 001 097 038 03D 084 01F 035 1C5 1CC 0B7 0A7 023 015 001 0C6 094 015 01D 084 016 023 015 027 1C8 02E 010 001 08A 023 01B 022 029 001 149 14A 0FD 084 015 1C8 0CE 011 0B9 084 015 001 032 012 015 038 018 084 023 027 1C0	"<SPEAKER>「この島の伝説が 世界中に
ひろまって いろんなやつが
つぎから つぎへと 来るんだよ<WAIT><SPEAKER>「学昔とか 賞金かせぎとかね
まあ 島としては 観光客が
多い方が もうかるけどね"
01	A5	0x01A5	0x0239EB	0x0239EC	44	351	79	1CC 084 01B 021 025 016 041 012 02F 084 02B 015 011 07A 1C5 1CC 03B 01B 032 001 015 084 015 017 01B 03F 023 01B 022 1C8 024 084 015 027 03D 001 033 03E 022 014 038 018 039 084 023 032 1C5 1CC 019 028 08A 028 092 08F 02D 084 023 001 03B 01B 028 0AD 185 03C 1C8 015 016 01F 022 038 032 028 029 001 024 011 03B 011 1C0	"<SPEAKER>「じつにきょうみぶかい!<WAIT><SPEAKER>「わしも かがくしゃとして
ながねん やっておるけれども<WAIT><SPEAKER>「この島の伝説ほど わしの情熱を
かきたてるものは ないわい"
01	A6	0x01A6	0x023A18	0x023A19	27	212	46	1CC 014 027 078 020 03F 03D 001 015 03B 011 011 027 078 1C8 01E 028 001 015 020 016 024 001 02A 023 02F 029 1C8 084 02D 017 03C 001 084 01E 017 084 01E 017 001 01A 01D 038 084 01D 1C0	"<SPEAKER>「おねーちゃん かわいいねー
その かちきな ひとみは
ぼくを ぞくぞく させるぜ"
01	A7	0x01A7	0x023A34	0x023A35	48	380	89	1CC 048 06F 084 049 025 03D 084 016 041 012 029 1C8 019 028 08A 025 001 096 017 015 036 021 01F 03B 038 1C8 02F 03D 084 018 011 02A 03D 024 03D 084 01F 1C5 1CC 064 06F 04E 051 078 025 084 022 010 03E 01F 036 1C8 048 06F 084 049 025 03D 084 016 041 012 03C 001 013 011 033 03E 023 1C8 01A 01B 084 01F 01C 023 001 025 084 018 022 011 017 03D 084 01F 035 1C0	"<SPEAKER>「キングにんぎょうは
この島に 古くからつたわる
みんげいひんなんだ<WAIT><SPEAKER>「モンスターにであったら
キングにんぎょうを えいやっと
さしだすと にげていくんだよ"
01	A8	0x01A8	0x023A65	0x023A66	28	219	44	1CC 012 014 078 001 033 03E 023 001 021 011 01F 015 078 03E 07A 1C8 01C 078 029 078 001 01C 078 029 078 1C8 012 078 03D 001 196 0EB 028 001 025 014 011 084 01B 03F 028 078 1C0	"<SPEAKER>「うおー やっと ついたかーっ!
すーはー すーはー
うーん 異国の においじゃのー"
01	A9	0x01A9	0x023A82	0x023A83	18	139	33	1CC 03D 079 001 010 03D 01F 032 001 0E8 095 01A 084 015 01B 025 1C8 019 028 08A 025 001 033 03E 022 097 01F 017 020 015 011 079 1C0	"<SPEAKER>「ん? あんたも 財宝さがしに
この島に やって来たくちかい?"
01	AA	0x01AA	0x023A95	0x023A96	32	255	49	1CC 033 03E 083 029 037 01E 012 015 078 07A 001 017 078 03E 07A 1C8 03D 078 03E 001 012 015 012 015 01B 022 036 039 03D 024 078 1C8 011 01E 084 015 027 084 029 001 011 01E 084 015 027 084 029 1C0	"<SPEAKER>「やっぱりそうかー! くーっ!
んーっ うかうかしてられんなー
いそがねば いそがねば"
01	AB	0x01AB	0x023AB6	0x023AB7	87	691	158	1CC 013 079 001 020 084 015 012 079 001 02B 078 030 001 093 079 1C8 0EA 0E6 028 001 084 02C 03D 016 041 012 025 001 097 01F 084 01F 023 079 1C8 017 029 078 001 029 029 029 029 001 024 038 02D 084 023 07A 1C5 1CC 01F 01B 015 025 001 019 028 084 054 04E 068 06F 084 055 02D 084 023 1C8 016 041 012 02F 084 02B 015 011 0A5 12F 029 001 024 011 015 036 024 1C8 02E 010 001 01D 011 084 01D 011 001 084 02C 03D 016 041 012 01D 011 033 1C5 1CC 01E 039 084 01B 03F 010 001 014 039 032 001 011 03E 020 041 1C8 084 02C 03D 016 041 012 01B 025 001 08D 017 015 024 07A 1C8 017 029 029 029 001 084 01B 03F 010 024 001 027 078 020 03F 03D 07A 1C0	"<SPEAKER>「え? ちがう? ふーむ 何?
歴史の べんきょうに 来ただと?
くはー はははは なるほど!<WAIT><SPEAKER>「たしかに このデスランドほど
きょうみぶかい場所は ないからな
まあ せいぜい べんきょうせいや<WAIT><SPEAKER>「それじゃあ おれも いっちょ
べんきょうしに 行くかな!
くははは じゃあな ねーちゃん!"
01	AC	0x01AC	0x023B0E	0x023B0F	35	277	63	1CC 032 012 001 0FA 032 001 014 036 03D 035 1C8 014 03D 024 001 019 084 023 032 029 001 02B 027 084 022 1C8 02A 024 03D 01B 022 01B 02E 03E 01F 01B 1C5 1CC 149 14A 0FD 029 001 02F 024 1C8 03B 039 01A 016 025 023 001 015 013 03E 022 011 03E 01F 035 1C0	"<SPEAKER>「もう 誰も おらんよ
おんな こどもは ふねで
ひなんしてしまったし<WAIT><SPEAKER>「観光客は みな
われさきにと かえっていったよ"
01	AD	0x01AD	0x023B32	0x023B33	25	197	47	1CC 09A 08B 025 001 08A 03C 001 028 03E 023 036 039 01F 036 1C8 014 039 029 001 038 03A 012 028 001 14B 084 01F 07A 1C8 084 054 04E 068 06F 084 055 17A 14B 084 01F 035 001 023 02D 02D 1C0	"<SPEAKER>「魔物に 島を のっとられたら
おれは るろうの 民だ!
デスランド難民だよ とほほ"
01	AE	0x01AE	0x023B4C	0x023B4D	16	121	28	1CC 014 017 01C 037 029 001 01F 03E 083 02B 037 1C8 0A8 03E 023 015 024 011 023 001 017 03A 012 01C 038 035 1C0	"<SPEAKER>「おくすりは たっぷり
買っとかないと くろうするよ"
01	AF	0x01AF	0x023B5D	0x023B5E	24	186	43	1CC 02F 033 084 018 029 001 093 025 001 01B 035 012 015 024 010 1C8 096 09F 028 13A 001 084 022 032 001 0A8 03E 022 1C8 084 02C 03D 016 041 012 001 01B 035 012 015 024 1C0	"<SPEAKER>「みやげは 何に しようかなあ
古代の本 でも 買って
べんきょう しようかな"
01	B0	0x01B0	0x023B76	0x023B77	42	329	79	1CC 03B 01B 029 001 084 029 010 01A 03D 023 001 011 03E 01B 041 025 1C8 095 01A 084 015 01B 025 001 016 01F 03D 084 01B 03F 1C5 1CC 084 01B 03F 084 015 028 012 001 03B 01B 084 01F 018 001 0AB 0AA 025 1C8 014 020 022 001 01B 032 012 01F 03D 084 01B 03F 1C5 1CC 03B 01B 029 001 029 084 01C 015 01B 011 03B 011 07A 1C0	"<SPEAKER>「わしは ばあさんと いっしょに
宝さがしに きたんじゃ<WAIT><SPEAKER>「じゃがのう わしだけ 審査に
おちて しもうたんじゃ<WAIT><SPEAKER>「わしは はずかしいわい!"
01	B1	0x01B1	0x023BA1	0x023BA2	14	109	29	1CC 019 019 029 001 08E 08A 0AB 0AA 0A5 084 022 01C 1C8 08F 0BF 03C 001 014 0A6 016 025 024 037 02E 01C 015 079 1C0	"<SPEAKER>「ここは 入島審査場です
説明を お聞きになりますか?"
01	B2	0x01B2	0x023BB0	0x023BB1	84	669	167	1CC 084 054 04E 068 06F 084 055 08A 025 029 001 011 02E 032 001 02E 084 01F 1C8 02A 023 03C 001 014 01E 012 001 064 06F 04E 051 078 084 015 1C8 015 024 037 001 01F 017 01A 03D 001 011 038 028 084 022 01C 1C5 1CC 084 022 01C 015 036 001 08A 028 0DF 0DA 02C 001 08D 017 025 029 1C8 010 038 022 011 084 023 028 001 0CB 0DE 028 14C 107 084 015 024 011 023 1C8 0EE 03C 001 014 023 01B 022 01B 02E 011 02E 01C 1C5 1CC 029 084 01B 031 022 001 019 028 08A 02C 001 097 01F 015 01F 029 1C8 02E 084 01C 001 019 028 08E 08A 0AB 0AA 0A5 025 022 1C8 0AB 0AA 03C 001 0F5 018 022 011 01F 084 01F 017 028 084 022 01C 1C5 1CC 0AB 0AA 03C 001 014 0F5 018 025 024 037 02E 01C 015 079 1C0	"<SPEAKER>「デスランド島には いまも まだ
ひとを おそう モンスターが
かなり たくさん いるのです<WAIT><SPEAKER>「ですから 島の内部へ 行くには
あるていどの 武芸の能力がないと
命を おとしてしまいます<WAIT><SPEAKER>「はじめて この島へ 来たかたは
まず この入島審査場にて
審査を 受けていただくのです<WAIT><SPEAKER>「審査を お受けになりますか?"
01	B3	0x01B3	0x023C05	0x023C06	66	521	136	1CC 01E 039 084 022 029 001 014 017 028 001 023 084 02A 036 015 036 1C8 014 15D 02F 017 084 01F 01A 011 02E 01D 1C5 1CC 0AB 0AA 0A5 028 001 011 020 084 029 03D 001 014 017 025 1C8 084 054 04E 068 06F 084 055 0EA 0E6 0A4 08B 0A3 084 015 001 010 037 02E 01C 1C8 01E 019 02E 084 022 001 08D 018 039 084 029 001 084 019 012 015 017 084 022 01C 1C5 1CC 084 019 012 015 017 01C 039 084 029 001 0A4 08B 0A3 084 022 1C8 08E 08A 084 05C 084 04C 084 015 001 0C8 08D 01A 039 02E 01C 1C8 01E 039 084 022 029 001 084 049 070 084 055 001 068 070 049 07A 1C0	"<SPEAKER>「それでは おくの とびらから
お進みくださいませ<WAIT><SPEAKER>「審査場の いちばん おくに
デスランド歴史博物館が あります
そこまで 行ければ ごうかくです<WAIT><SPEAKER>「ごうかくすれば 博物館で
入島ビザが 発行されます
それでは グッド ラック!"
